data;ano;demonstrativo;periodo;uf;cod_completo;populacao;coluna;cod_conta;conta;valor;mes_num;bimestre;cd_municipio;capital;nome_municipio;cd_uf
2020-07-01;2021;RREO;3;AL;2704302;1025360;<MR-11>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);566365816.27;7;4;270430;sim;Maceió;27
2020-08-01;2021;RREO;3;AL;2704302;1025360;<MR-10>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);223462700.7;8;4;270430;sim;Maceió;27
2020-09-01;2021;RREO;3;AL;2704302;1025360;<MR-9>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);210053811.08;9;5;270430;sim;Maceió;27
2020-10-01;2021;RREO;3;AL;2704302;1025360;<MR-8>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);180391422.13;10;5;270430;sim;Maceió;27
2020-11-01;2021;RREO;3;AL;2704302;1025360;<MR-7>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);201951425.82;11;6;270430;sim;Maceió;27
2020-12-01;2021;RREO;3;AL;2704302;1025360;<MR-6>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);377902050.23;12;6;270430;sim;Maceió;27
2021-01-01;2021;RREO;3;AL;2704302;1025360;<MR-5>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);208807230.58;1;1;270430;sim;Maceió;27
2021-02-01;2021;RREO;3;AL;2704302;1025360;<MR-4>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);218938594.15;2;1;270430;sim;Maceió;27
2021-03-01;2021;RREO;3;AL;2704302;1025360;<MR-3>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);254964018.87;3;2;270430;sim;Maceió;27
2021-04-01;2021;RREO;3;AL;2704302;1025360;<MR-2>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);255076415.8;4;2;270430;sim;Maceió;27
2021-05-01;2021;RREO;3;AL;2704302;1025360;<MR-1>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);207317909.21;5;3;270430;sim;Maceió;27
2021-06-01;2021;RREO;3;AL;2704302;1025360;<MR>;ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;RECEITAS CORRENTES (I);229583245.54;6;3;270430;sim;Maceió;27
2020-07-01;2021;RREO;3;AL;2704302;1025360;<MR-11>;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;Impostos, Taxas e Contribuições de Melhoria;44056425.49;7;4;270430;sim;Maceió;27
2020-08-01;2021;RREO;3;AL;2704302;1025360;<MR-10>;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;Impostos, Taxas e Contribuições de Melhoria;38544435.22;8;4;270430;sim;Maceió;27
2020-09-01;2021;RREO;3;AL;2704302;1025360;<MR-9>;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;Impostos, Taxas e Contribuições de Melhoria;41985209.75;9;5;270430;sim;Maceió;27
2020-10-01;2021;RREO;3;AL;2704302;1025360;<MR-8>;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;Impostos, Taxas e Contribuições de Melhoria;40059097.79;10;5;270430;sim;Maceió;27
2020-11-01;2021;RREO;3;AL;2704302;1025360;<MR-7>;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;Impostos, Taxas e Contribuições de Melhoria;42462807.51;11;6;270430;sim;Maceió;27
2020-12-01;2021;RREO;3;AL;2704302;1025360;<MR-6>;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;Impostos, Taxas e Contribuições de Melhoria;136850934.44;12;6;270430;sim;Maceió;27
